order_id,customer_id,product_id,payment_src,shipping_type,lead_type,order_status,order_date,shipping_date,expected_delivery_date,delivery_date,return_date,refund_date,quantity,unit_price,is_gift,gift_message,has_coupon,coupon_code
ord_000000367,1149,prd_7125,Credit card,One-Day Delivery,mobile app,Returned,2024-02-28,2024-02-29,2024-03-04,2024-03-06,,,3,23719.465,0,,1,CUPN4615
ord_000000368,1159,prd_1710,CREDIT CARD,FAST Delivery,retail,Cancelled,2024-06-05,2024-06-12,2024-06-07,2024-06-17,,,3,13649.1,1,Enjoy!,0,
ord_000000369,1129,prd_1415,CREDIT CARD,FAST Delivery,retail,Delivered,2024-04-29,2024-05-06,2024-05-05,2024-05-04,,,3,21993.16,0,,0,
ord_000000370,1016,prd_5371,Cash!,FAST Delivery,mobile app,Processing,2024-02-25,2024-03-03,2024-03-03,2024-03-04,,,10,73004.5,0,,1,CUPN8114
ord_000000371,1165,prd_1162, Debit Card ,Express,website,Delivered,2024-01-11,2024-01-18,2024-01-19,2024-01-12,,,3,53116.861,0,,1,CUPN9114
ord_000000372,1104,prd_9318,Credit card,FAST Delivery,retail,Returned,2024-03-16,2024-03-19,2024-03-26,2024-03-18,,,10,47983.5,0,,1,CUPN1399
ord_000000373,1451,prd_7214,Credit card,Normal,website,Processing,2024-06-29,2024-06-29,2024-07-09,2024-07-01,,2024-07-23,5,53096.72,1,Enjoy!,0,
ord_000000374,1218,prd_1550,Net banking,Express,retail,Processing,2024-04-03,2024-04-10,,2024-04-04,,,3,36649.6353,0,,0,
ord_000000375,1194,prd_7291,Cash!,FAST Delivery,mobile app,Shipped,2024-06-28,2024-07-01,2024-07-01,2024-07-08,,,9,89794.3245,1,Enjoy!,0,
ord_000000376,1272,prd_0417, Cash ,Normal,website,Shipped,2024-06-22,2024-06-26,2024-06-29,2024-07-03,,,5,18843.475,0,,0,
ord_000000377,1041,prd_2012,Cash!,Normal,website,Delivered,2024-06-27,2024-06-29,2024-07-04,2024-07-01,,,1,52074,1, ,0,
ord_000000378,1361,prd_9335,CREDIT CARD,FAST Delivery,retail,Delivered,2024-01-06,2024-01-09,,2024-01-16,,2024-02-01,5,65579.49,1, ,1,CUPN5982
ord_000000379,1475,prd_8121, Debit Card ,FAST Delivery,retail,Processing,2024-04-05,,2024-04-09,2024-04-06,,,2,35318.558,0,,0,
ord_000000380,1497,prd_7141, Debit Card ,Express,retail,Delivered,2024-01-11,2024-01-16,2024-01-20,2024-01-15,,,3,26048.1,0,,0,
ord_000000381,1493,prd_6318, Cash ,FAST Delivery,mobile app,Returned,2024-02-01,2024-02-01,,2024-02-13,,,5,76854.131,1,Best Wishes!,0,
ord_000000382,1044,prd_6889, Cash ,Express,mobile app,Cancelled,2024-05-24,2024-05-31,2024-05-29,2024-05-27,,,10,90018.4,0,,1,CUPN1406
ord_000000383,1161,prd_9299,Cash!,One-Day Delivery,retail,Shipped,2024-06-13,2024-06-16,2024-06-22,2024-06-20,,,8,19580,1,Happy Birthday!,1,CUPN4185
ord_000000384,1494,prd_8834,CREDIT CARD,One-Day Delivery,website,Cancelled,2024-04-19,2024-04-24,2024-04-25,2024-04-30,,,2,28472.19,1, ,0,
ord_000000385,1067,prd_7681, Cash ,One-Day Delivery,retail,Processing,2024-04-16,2024-04-18,,2024-04-18,,,2,20786.301,1,Happy Birthday!,1,CUPN2449
ord_000000386,1423,prd_4768,Credit card,One-Day Delivery,mobile app,Processing,2024-05-25,,2024-05-27,2024-05-31,,,1,83230.05,1,Happy Birthday!,1,CUPN5979
ord_000000387,1320,prd_6693,upi,FAST Delivery,retail,Cancelled,2024-03-08,2024-03-12,2024-03-18,2024-03-23,,,8,65384.76,1,Best Wishes!,1,CUPN5009
ord_000000388,1203,prd_5197, Cash ,FAST Delivery,mobile app,Returned,2024-05-28,2024-06-04,2024-06-06,2024-06-10,,,2,62803.325,0,,1,CUPN9397
ord_000000389,1396,prd_3799, Debit Card ,Normal,retail,Returned,2024-04-28,,2024-04-30,2024-05-09,,,8,5298.3,1,Enjoy!,0,
ord_000000390,1428,prd_2553,upi,Express,retail,Shipped,2024-02-12,2024-02-17,2024-02-17,2024-02-21,,,10,68547.52,0,,1,CUPN3354
ord_000000391,1398,prd_6535,Net banking,Normal,website,Returned,2024-02-11,,2024-02-12,2024-02-17,,2024-02-20,2,83159.0397,0,,1,CUPN8544
ord_000000392,1481,prd_5300,CREDIT CARD,Express,website,Returned,2024-06-25,2024-06-30,2024-06-27,2024-07-09,,,8,17228.99,0,,0,
ord_000000393,1225,prd_1987,upi,Express,retail,Cancelled,2024-02-03,2024-02-04,2024-02-09,2024-02-06,,,10,1890.453,1,Happy Birthday!,0,
ord_000000394,1457,prd_7323,CREDIT CARD,Express,retail,Returned,2024-01-12,2024-01-13,2024-01-16,2024-01-12,,,2,78239.2577,0,,0,
ord_000000395,1330,prd_7824, Debit Card ,One-Day Delivery,mobile app,Returned,2024-03-31,,2024-04-02,2024-04-07,,,10,9919.5774,0,,0,
ord_000000396,1372,prd_5944,CREDIT CARD,Express,retail,Shipped,2024-05-01,2024-05-06,2024-05-10,2024-05-06,,,4,67356,0,,1,CUPN7219
ord_000000397,1328,prd_3926,Credit card,One-Day Delivery,website,Delivered,2024-04-29,2024-04-30,2024-05-07,2024-05-03,,,10,76229.75,0,,0,
Ord_000000398 ,1064,prd_1815, PayPal ,FAST Delivery,mobile app,Returned,2024-06-24,,2024-07-01,2024-07-01,,,7,29066.027,0,,0,
ord_000000399,1259,prd_8331, Cash ,One-Day Delivery,website,Processing,2024-05-13,2024-05-14,2024-05-14,2024-05-17,,,2,40068.4225,0,,0,
ord_000000400,1170,prd_9413,upi,FAST Delivery,retail,Cancelled,2024-04-18,2024-04-25,2024-04-22,,,,1,75632.731,1, ,1,CUPN8938
ord_000000401,1067,prd_7701,Cash!,One-Day Delivery,website,Processing,2024-05-07,2024-05-10,2024-05-17,2024-05-11,,,8,9969,0,,1,CUPN1438
ord_000000402,1193,prd_0407, Debit Card ,One-Day Delivery,mobile app,Shipped,2024-01-25,2024-01-26,2024-02-04,2024-02-09,,,2,20201.156,1,Enjoy!,1,CUPN9856
ord_000000403,1279,prd_0713,Credit card,Normal,website,Processing,2024-03-21,,,2024-04-02,,,8,45971,0,,1,CUPN3689
ord_000000404,1309,prd_4464,Credit card,FAST Delivery,retail,Shipped,2024-06-21,2024-06-28,2024-07-01,2024-07-06,,,5,56229.9,0,,1,CUPN5315
ord_000000405,1163,prd_5681,Net banking,One-Day Delivery,website,Delivered,2024-01-08,2024-01-08,2024-01-10,2024-01-19,,,4,80957.2472,0,,1,CUPN7235
ord_000000406,1410,prd_9299,Credit card,Express,retail,Cancelled,2024-03-04,2024-03-07,2024-03-14,2024-03-13,,,4,91040,1,Happy Birthday!,1,CUPN3781
ord_000000407,1435,prd_7076, Cash ,One-Day Delivery,mobile app,Shipped,2024-04-17,2024-04-21,2024-04-17,2024-05-02,2024-05-05,,10,98576.621,1,Enjoy!,0,
ord_000000408,1243,prd_4890,Net banking,Express,mobile app,Returned,2024-02-12,2024-02-16,2024-02-17,2024-02-25,,,3,49700,0,,1,CUPN5344
ord_000000409,1431,prd_3704,upi,Normal,mobile app,Shipped,2024-01-25,2024-01-30,2024-01-29,2024-01-27,,,5,42716.32,0,,1,CUPN9268
ord_000000410,1141,prd_4192,Net banking,Express,website,Processing,2024-03-05,2024-03-12,,2024-03-10,,,5,62788.1152,0,,1,CUPN4489
ord_000000411,1218,prd_0173,Credit card,FAST Delivery,mobile app,Cancelled,2024-04-03,2024-04-10,2024-04-05,2024-04-10,,,7,74645.89,1, ,1,CUPN2055
ord_000000412,1184,prd_9483, Debit Card ,One-Day Delivery,mobile app,Shipped,2024-03-01,2024-03-07,2024-03-04,2024-03-04,,,3,19199.7,1, ,1,CUPN8145
ord_000000413,1360,prd_3689, PayPal ,One-Day Delivery,retail,Returned,2024-03-12,,2024-03-22,2024-03-17,,,2,96379.051,0,,0,
ord_000000414,1097,prd_5713,Cash!,Express,website,Delivered,2024-04-11,2024-04-13,2024-04-14,2024-04-14,,,9,52200.5363,1, ,0,
ord_000000415,1197,prd_2758,Net banking,One-Day Delivery,mobile app,Cancelled,2024-04-18,2024-04-21,2024-04-20,2024-04-21,,,6,21418.72,1, ,1,CUPN1916
ord_000000416,1018,prd_4723,Net banking,Express,website,Cancelled,2024-03-12,2024-03-14,2024-03-17,2024-03-27,2024-04-03,,9,82138,0,,0,
ord_000000417,1345,prd_4745, PayPal ,Normal,mobile app,Delivered,2024-05-16,,,2024-05-23,,,4,38853.217,1,Enjoy!,0,
ord_000000418,1462,prd_3582, Cash ,Express,mobile app,Processing,2024-01-09,2024-01-13,2024-01-10,2024-01-24,,,8,73696.83,1,Happy Birthday!,0,
ord_000000419,1461,prd_1945,Credit card,Express,website,Delivered,2024-01-14,2024-01-16,2024-01-24,2024-01-28,,,1,317.5,1,Enjoy!,0,
ord_000000420,1002,prd_7121, Debit Card ,Normal,website,Processing,2024-05-02,2024-05-04,2024-05-06,2024-05-07,,,2,79954.9,0,,1,CUPN7022
ord_000000421,1282,prd_2117,upi,Normal,retail,Shipped,2024-06-14,2024-06-17,2024-06-15,2024-06-28,,,8,26185.7,0,,1,CUPN8027
ord_000000422,1421,prd_0457,Net banking,FAST Delivery,mobile app,Delivered,2024-01-04,2024-01-10,2024-01-11,2024-01-19,,2024-01-11,9,71359.2,1,Enjoy!,1,CUPN7259
ord_000000423,1050,prd_3738,upi,FAST Delivery,mobile app,Cancelled,2024-04-17,2024-04-19,2024-04-23,2024-04-21,,,2,29026.39,0,,1,CUPN5068
ord_000000424,1415,prd_1228,Cash!,FAST Delivery,website,Cancelled,2024-03-23,2024-03-29,2024-04-02,2024-03-29,,,3,70848.2321,1,Happy Birthday!,0,
ord_000000425,1486,prd_4178,upi,Normal,website,Shipped,2024-06-20,2024-06-20,2024-06-20,2024-06-28,,2024-07-22,2,30257.71,1,Best Wishes!,0,
ord_000000426,1263,prd_5126, Cash ,Normal,website,Cancelled,2024-01-23,2024-01-28,2024-01-31,2024-02-05,,,6,26048,0,,0,
ord_000000427,1277,prd_3051,Credit card,Express,website,Shipped,2024-03-08,2024-03-13,,2024-03-21,,,9,31561.137,0,,1,CUPN1871
ord_000000428,1034,prd_7992, Debit Card ,Express,website,Returned,2024-02-11,2024-02-18,,2024-02-24,,,5,99520.222,0,,1,CUPN6841
ord_000000429,1305,prd_9478,Cash!,One-Day Delivery,retail,Returned,2024-01-24,2024-01-27,2024-01-28,2024-01-29,,,8,74996.17,0,,0,
ord_000000430,1218,prd_5774,Cash!,FAST Delivery,website,Delivered,2024-03-25,2024-03-25,2024-03-29,2024-03-28,,,8,37362,1,Best Wishes!,0,
ord_000000431,1290,prd_7219, Cash ,FAST Delivery,mobile app,Delivered,2024-03-25,2024-03-25,2024-04-04,2024-04-08,,,5,94742.3655,0,,0,
ord_000000432,1164,prd_4993,Cash!,FAST Delivery,retail,Processing,2024-03-06,2024-03-08,2024-03-09,2024-03-18,,,5,2061,0,,1,CUPN7592
ord_000000433,1394,prd_3155, Cash ,Express,mobile app,Returned,2024-06-24,2024-06-26,2024-06-29,2024-06-27,,,5,51270.196,1, ,1,CUPN5398
ord_000000434,1186,prd_8450,Credit card,Normal,mobile app,Cancelled,2024-04-21,2024-04-27,2024-04-22,2024-04-22,,,3,97327.4,0,,1,CUPN9638
ord_000000435,1237,prd_2735,Credit card,Express,website,Returned,2024-02-08,2024-02-10,,2024-02-17,,,1,52313.97,0,,0,
ord_000000436,1383,prd_9421,Credit card,Normal,retail,Processing,2024-06-18,2024-06-22,2024-06-23,2024-06-26,,,3,76867,0,,1,CUPN3941
ord_000000437,1157,prd_4972,Credit card,FAST Delivery,website,Shipped,2024-04-26,2024-05-03,2024-05-05,,,,9,34140,0,,0,
ord_000000438,1428,prd_3991,Credit card,FAST Delivery,retail,Processing,2024-01-30,2024-01-30,2024-02-01,2024-02-14,,,10,69183.7049,1,Enjoy!,1,CUPN7471
ord_000000439,1446,prd_8232,CREDIT CARD,Normal,retail,Delivered,2024-06-27,2024-06-30,2024-06-27,2024-07-03,,,2,64865.8,1,Best Wishes!,0,
ord_000000440,1293,prd_4519,Credit card,Normal,retail,Cancelled,2024-02-09,2024-02-16,2024-02-16,2024-02-24,,,3,85981.0466,0,,0,
ord_000000441,1167,prd_0468,CREDIT CARD,FAST Delivery,retail,Delivered,2024-06-10,2024-06-16,2024-06-16,2024-06-25,,,7,3711.351,1, ,0,
ord_000000442,1353,prd_2520,Net banking,Normal,website,Processing,2024-05-01,2024-05-02,2024-05-08,2024-05-12,,,4,69754,0,,1,CUPN4149
ord_000000443,1087,prd_8993,upi,Express,mobile app,Processing,2024-02-03,2024-02-07,2024-02-09,,2024-03-04,,4,83309.74,1,Best Wishes!,0,
ord_000000444,1262,prd_7792, Debit Card ,Normal,retail,Cancelled,2024-06-04,2024-06-11,2024-06-05,2024-06-17,,,8,30372.2,0,,0,
ord_000000445,1351,prd_3374, Debit Card ,Normal,retail,Returned,2024-04-20,2024-04-21,2024-04-29,,,,4,12077.6,1,Enjoy!,1,CUPN6820
ord_000000446,1414,prd_9539,Cash!,Normal,website,Processing,2024-01-29,2024-01-30,2024-02-07,2024-02-01,,,3,50735.5,0,,0,
ord_000000447,1337,prd_0406, Cash ,Express,mobile app,,2024-02-09,2024-02-14,,2024-02-19,,,4,12307.1,1, ,0,
ord_000000448,1083,prd_5904, Debit Card ,One-Day Delivery,website,Returned,2024-04-16,2024-04-21,2024-04-26,2024-04-23,,,2,75323.0938,1,Best Wishes!,0,
ord_000000449,1251,prd_2722, Cash ,Normal,retail,Processing,2024-02-07,2024-02-07,,2024-02-09,2024-02-09,,6,31487.3,1,Happy Birthday!,1,CUPN1607
ord_000000450,1079,prd_7048, PayPal ,,website,Shipped,2024-03-18,2024-03-23,,2024-03-29,,,7,82702.0855,0,,1,CUPN8310
ord_000000451,1045,prd_5848, Cash ,Express,mobile app,Processing,2024-02-20,,2024-02-24,2024-02-22,,,2,53747.975,0,,1,CUPN4501
ord_000000452,1292,prd_9596,Net banking,FAST Delivery,retail,Delivered,2024-05-18,2024-05-22,2024-05-21,2024-05-27,,,2,98696,0,,1,CUPN5255
ord_000000453,1026,prd_3231,Cash!,One-Day Delivery,,Shipped,2024-01-02,2024-01-09,2024-01-07,2024-01-09,,,6,35040.21,0,,1,CUPN9514
ord_000000454,1165,prd_7121,upi,One-Day Delivery,website,Delivered,2024-02-07,2024-02-13,2024-02-13,2024-02-09,,,9,6228.7,1,Best Wishes!,1,CUPN2279
ord_000000455,1264,prd_9141,Credit card,FAST Delivery,mobile app,Processing,2024-06-11,2024-06-17,2024-06-18,2024-06-26,,,10,82382.9,0,,1,CUPN8499
ord_000000456,1313,prd_8255,Cash!,FAST Delivery,website,Processing,2024-01-09,2024-01-11,2024-01-17,2024-01-20,,,4,60164.005,0,,0,
ord_000000457,1110,prd_4043, Debit Card ,Express,website,Returned,2024-04-05,2024-04-09,2024-04-09,2024-04-20,,,3,79122.5,1,Happy Birthday!,1,CUPN5644
ord_000000458,1197,prd_4631,CREDIT CARD,Normal,mobile app,Returned,2024-01-18,2024-01-18,2024-01-24,2024-02-02,,,4,56580.74,1, ,0,
ord_000000459,1455,prd_3863, Cash ,Normal,retail,Returned,2024-01-23,2024-01-29,2024-01-29,2024-01-30,,,2,33906,1,Enjoy!,0,
ord_000000460,1009,prd_6373,Cash!,Express,retail,Shipped,2024-05-18,,2024-05-27,,,,3,95729.7078,0,,1,CUPN9235
ord_000000461,1193,prd_2798, Debit Card ,Express,website,Cancelled,2024-03-03,2024-03-10,2024-03-04,2024-03-13,,,7,58893.414,0,,1,CUPN8160
ord_000000462,1449,prd_2047,Net banking,One-Day Delivery,website,Delivered,2024-01-30,2024-01-31,,2024-02-04,,,2,14411.98,0,,0,
ord_000000463,1454,prd_0456,CREDIT CARD,One-Day Delivery,retail,Delivered,2024-01-15,2024-01-19,2024-01-21,2024-01-18,,2024-02-04,2,41288.15,1, ,0,
ord_000000464,1166,prd_4193,upi,FAST Delivery,mobile app,Shipped,2024-04-08,2024-04-09,2024-04-12,2024-04-09,,,8,46487.705,0,,1,CUPN1473
ord_000000465,1039,prd_5907, PayPal ,One-Day Delivery,retail,Shipped,2024-06-15,2024-06-17,2024-06-19,2024-06-28,,,5,8399.9965,0,,0,
ord_000000466,1421,prd_4981,Credit card,One-Day Delivery,retail,Delivered,2024-04-28,2024-05-02,2024-05-08,,,,3,64.288,1,Enjoy!,1,CUPN6757
ord_000000467,1415,prd_7350, PayPal ,One-Day Delivery,retail,Shipped,2024-05-24,2024-05-25,,2024-06-02,,,7,39537,0,,1,CUPN8077
ord_000000468,1391,prd_6544,Net banking,Normal,mobile app,Processing,2024-03-10,2024-03-13,2024-03-20,2024-03-20,,,7,21070.2831,1,Happy Birthday!,0,
ord_000000469,1149,prd_3423,CREDIT CARD,One-Day Delivery,website,Shipped,2024-06-27,2024-07-04,,,,,8,53818,0,,1,CUPN3022
ord_000000470,1430,prd_8593,Net banking,One-Day Delivery,retail,Delivered,2024-02-01,2024-02-08,2024-02-06,2024-02-07,,,10,946,1,Enjoy!,0,
ord_000000471,1421,prd_8894,upi,Normal,website,Delivered,2024-03-12,2024-03-19,2024-03-21,2024-03-18,,,5,19616.719,0,,1,CUPN9197
ord_000000472,1469,prd_9399, Debit Card ,FAST Delivery,mobile app,Cancelled,2024-01-17,2024-01-19,2024-01-21,,,,9,88101.5,0,,0,
ord_000000473,1421,prd_1955, Cash ,Normal,website,Delivered,2024-03-23,,2024-03-29,2024-04-05,,,10,12180.5525,1, ,1,CUPN9474
ord_000000474,1151,prd_8861,Credit card,Express,website,Delivered,2024-04-10,,2024-04-13,2024-04-20,,,5,88011,0,,1,CUPN2219
ord_000000475,1233,prd_2037, PayPal ,FAST Delivery,mobile app,Delivered,2024-01-08,2024-01-15,2024-01-14,2024-01-08,,,7,84052.4,0,,1,CUPN4905
ord_000000476,1133,prd_8680,upi,FAST Delivery,mobile app,Shipped,2024-04-22,2024-04-23,2024-05-02,2024-05-06,,,9,8563,0,,1,CUPN6132
ord_000000477,1079,prd_7464,CREDIT CARD,FAST Delivery,mobile app,Processing,2024-01-17,2024-01-18,2024-01-27,2024-01-18,,,9,29498.728,1,Happy Birthday!,1,CUPN4819
ord_000000478,1261,prd_1403, Cash ,Express,mobile app,Shipped,2024-01-26,2024-01-31,2024-02-05,2024-01-26,,,9,51726.1171,0,,0,
ord_000000479,1207,prd_3983,upi,One-Day Delivery,mobile app,Shipped,2024-03-06,2024-03-11,2024-03-12,2024-03-21,,,8,18600.5,0,,0,
ord_000000480,1068,prd_9397,Net banking,One-Day Delivery,mobile app,Shipped,2024-02-07,2024-02-09,2024-02-14,,,,7,60336.92,1,Happy Birthday!,0,
ord_000000481,1028,prd_7230,CREDIT CARD,Express,website,Cancelled,2024-02-21,2024-02-24,,2024-02-23,,,8,18943.664,1,Enjoy!,1,CUPN5909
ord_000000482,1342,prd_9599, Cash ,Express,website,Cancelled,2024-01-01,2024-01-04,2024-01-04,2024-01-15,2024-01-20,,8,23909.51,1,Best Wishes!,1,CUPN4018
ord_000000483,1456,prd_8276,Net banking,Express,mobile app,Delivered,2024-02-06,2024-02-10,2024-02-13,2024-02-12,,,1,4400,0,,0,
ord_000000484,1358,prd_2113, Debit Card ,Express,mobile app,Cancelled,2024-02-15,2024-02-18,2024-02-15,,,,3,84290,0,,0,
ord_000000485,1482,prd_0590, PayPal ,Normal,retail,Returned,2024-04-05,2024-04-07,,2024-04-18,,,9,11858.1,0,,0,
ord_000000486,1055,prd_3143,Net banking,FAST Delivery,mobile app,Cancelled,2024-01-12,2024-01-15,2024-01-20,2024-01-21,,,5,32775,1,Best Wishes!,1,CUPN4428
ord_000000487,1416,prd_3860,Cash!,FAST Delivery,mobile app,Processing,2024-06-14,2024-06-19,2024-06-21,2024-06-28,,,4,32189.1,1, ,1,CUPN5396
ord_000000488,1371,prd_6570,CREDIT CARD,One-Day Delivery,retail,Cancelled,2024-04-25,2024-04-28,2024-05-01,2024-05-01,,,2,42508.035,0,,1,CUPN5170
ord_000000489,1412,prd_8948, PayPal ,Normal,mobile app,Returned,2024-02-28,2024-02-28,2024-03-06,2024-03-09,,,9,45120.609,1,Enjoy!,1,CUPN6194
ord_000000490,1438,prd_5544, Cash ,FAST Delivery,website,Delivered,2024-04-01,2024-04-02,2024-04-05,2024-04-03,,,4,92661,0,,0,
ord_000000491,1222,prd_2310,Net banking,Normal,mobile app,Returned,2024-03-05,2024-03-09,2024-03-15,2024-03-13,,,3,70567.2,1,Happy Birthday!,1,CUPN5617
ord_000000492,1346,prd_1631,CREDIT CARD,Normal,mobile app,Shipped,2024-02-08,2024-02-14,2024-02-11,2024-02-15,,,1,47449.0808,1, ,1,CUPN2406
ord_000000493,1132,prd_2625,upi,Express,website,Shipped,2024-01-08,2024-01-13,2024-01-10,2024-01-12,,,9,94336,1,Enjoy!,1,CUPN4694
ord_000000494,1401,prd_7375, PayPal ,Express,mobile app,Delivered,2024-05-25,2024-05-25,2024-05-27,,,,7,97724.56,1, ,0,
ord_000000495,1354,prd_5954,upi,FAST Delivery,retail,Returned,2024-05-25,2024-06-01,2024-06-04,2024-06-03,,,5,17150.6517,0,,0,
ord_000000496,1313,prd_6996,upi,One-Day Delivery,website,Returned,2024-02-22,2024-02-25,2024-02-26,2024-02-24,,,1,5754.7435,0,,0,
ord_000000497,1080,prd_7012,Cash!,Express,mobile app,Processing,2024-05-02,2024-05-03,2024-05-08,2024-05-08,,,9,87046.2,1, ,0,
ord_000000498,1148,prd_4662,upi,Normal,website,Cancelled,2024-01-02,2024-01-04,2024-01-09,2024-01-04,,,8,60488.8,1, ,1,CUPN8580
ord_000000499,1162,prd_0528, PayPal ,FAST Delivery,website,Returned,2024-04-10,2024-04-12,2024-04-16,2024-04-17,,,3,89997.462,1, ,0,
ord_000000500,1203,prd_6913,upi,One-Day Delivery,website,Shipped,2024-03-15,2024-03-16,2024-03-18,2024-03-30,2024-03-28,,3,99532,0,,1,CUPN7719
ord_000000501,1163,prd_5492,CREDIT CARD,Express,retail,Delivered,2024-06-12,2024-06-19,2024-06-18,2024-06-22,2024-07-05,,10,85578.757,0,,0,
ord_000000502,1245,prd_8728,Net banking,Normal,website,Processing,2024-01-18,2024-01-19,2024-01-26,2024-01-25,,,1,14034.17,0,,0,
ord_000000503,1428,prd_7223, PayPal ,Normal,mobile app,Processing,2024-02-13,,2024-02-14,2024-02-13,,,6,15358.11,0,,0,
ord_000000504,1242,prd_7464,CREDIT CARD,FAST Delivery,website,Returned,2024-04-23,2024-04-23,,2024-04-23,,,5,77243.2,0,,1,CUPN4908
ord_000000505,1264,prd_5159,CREDIT CARD,FAST Delivery,website,Cancelled,2024-06-23,2024-06-24,2024-06-26,2024-06-26,,,5,72404,1,Happy Birthday!,1,CUPN6286
ord_000000506,1421,prd_9598,Credit card,One-Day Delivery,retail,Cancelled,2024-02-24,2024-02-25,2024-02-29,2024-03-05,,2024-03-06,5,40219.93,0,,1,CUPN4485
ord_000000507,1044,prd_6101,Net banking,One-Day Delivery,retail,Cancelled,2024-04-15,2024-04-19,2024-04-24,2024-04-30,,,2,71255.9856,0,,1,CUPN2552
ord_000000508,1379,prd_4643, Debit Card ,FAST Delivery,retail,Returned,2024-06-19,2024-06-26,2024-06-20,2024-06-29,,,2,60857.2469,1, ,0,
ord_000000509,1213,prd_1056,upi,One-Day Delivery,mobile app,Delivered,2024-03-20,2024-03-23,2024-03-26,2024-03-27,,,10,6001.7,1,Enjoy!,0,
ord_000000510,1148,prd_5132,upi,FAST Delivery,mobile app,Returned,2024-02-04,2024-02-08,,2024-02-14,,,2,52092.077,1,Happy Birthday!,0,
ord_000000511,1164,prd_4890,CREDIT CARD,Express,mobile app,Cancelled,2024-06-04,2024-06-10,2024-06-12,2024-06-14,,,4,44242,0,,1,CUPN2146
ord_000000512,1377,prd_6287,upi,Express,retail,Cancelled,2024-05-31,2024-06-03,2024-06-03,2024-06-02,,,10,72501.66,0,,0,
ord_000000513,1341,prd_0409,upi,FAST Delivery,website,Shipped,2024-04-24,2024-04-27,2024-04-28,,,,2,8010.8,1, ,0,
ord_000000514,1025,prd_6098,Credit card,One-Day Delivery,website,Delivered,2024-04-07,2024-04-13,2024-04-08,2024-04-16,,,2,55289.7,1, ,1,CUPN6011
ord_000000515,1104,prd_5895, Cash ,Normal,website,Cancelled,2024-04-30,2024-05-03,2024-05-02,2024-05-06,,,3,1293.2989,1, ,1,CUPN7812
ord_000000516,1092,prd_8488, PayPal ,FAST Delivery,website,Delivered,2024-02-01,2024-02-07,2024-02-10,2024-02-06,,,9,76297.46,1, ,1,CUPN1945
ord_000000517,1055,prd_5780,upi,Express,retail,Returned,2024-06-10,2024-06-10,2024-06-20,2024-06-14,,,9,60547.5,1,Best Wishes!,0,
ord_000000518,1302,prd_8074,Credit card,Normal,mobile app,Shipped,2024-01-21,2024-01-24,,2024-02-03,,,1,82976.66,1, ,1,CUPN7743
ord_000000519,1174,prd_2219,Net banking,Express,website,Cancelled,2024-04-11,2024-04-15,2024-04-11,2024-04-16,,,4,168,1, ,1,CUPN8060
ord_000000520,1153,prd_0017, Debit Card ,FAST Delivery,website,Cancelled,2024-05-08,2024-05-09,2024-05-15,2024-05-14,,,4,20102.1,0,,1,CUPN7697
ord_000000521,1426,prd_5754,Cash!,Express,retail,Processing,2024-02-01,2024-02-05,,2024-02-03,,,7,2976.4,1, ,0,
ord_000000522,1405,prd_9388,CREDIT CARD,One-Day Delivery,retail,Shipped,2024-01-02,2024-01-08,,2024-01-10,,,6,47328.45,1,Enjoy!,1,CUPN6620
ord_000000523,1407,prd_8734,Credit card,One-Day Delivery,website,Returned,2024-01-26,2024-01-26,,2024-02-09,,,2,72524.8,0,,0,
ord_000000524,1217,prd_8663,Net banking,Express,mobile app,Processing,2024-05-11,2024-05-17,2024-05-21,2024-05-17,,,8,98618.28,0,,1,CUPN1749
ord_000000525,1141,prd_8885, Cash ,One-Day Delivery,mobile app,Shipped,2024-01-21,2024-01-26,2024-01-27,2024-02-05,,,6,73430.43,0,,0,
ord_000000526,1250,prd_4310,CREDIT CARD,One-Day Delivery,website,Delivered,2024-03-18,2024-03-25,,2024-03-23,,,10,95505.572,0,,0,
ord_000000527,1349,prd_2911,Cash!,One-Day Delivery,mobile app,Delivered,2024-02-11,2024-02-16,2024-02-17,,,,2,22045.4,1,Happy Birthday!,0,
ord_000000528,1427,prd_4178,upi,Normal,mobile app,Returned,2024-04-06,2024-04-12,2024-04-16,2024-04-19,2024-05-01,,5,22363,1,Happy Birthday!,0,
ord_000000529,1426,prd_7180,upi,FAST Delivery,mobile app,Returned,2024-02-02,2024-02-07,2024-02-08,2024-02-02,,,9,6197.8748,0,,1,CUPN7941
ord_000000530,1466,prd_2525,upi,One-Day Delivery,website,Delivered,2024-05-17,2024-05-24,2024-05-22,2024-05-21,,,5,83723.293,1,Best Wishes!,1,CUPN3389
ord_000000531,1056,prd_6373,Cash!,Normal,mobile app,Shipped,2024-05-02,2024-05-05,2024-05-09,2024-05-11,,,8,5890.67,0,,0,
ord_000000532,1467,prd_4082, Cash ,Normal,website,Cancelled,2024-01-06,2024-01-12,2024-01-11,2024-01-19,,,5,99031.527,1,Happy Birthday!,1,CUPN5626
ord_000000533,1077,prd_1495, Debit Card ,One-Day Delivery,mobile app,Delivered,2024-03-18,2024-03-25,2024-03-28,2024-03-23,,,2,44193.955,1,Best Wishes!,0,
ord_000000534,1486,prd_1754,Net banking,FAST Delivery,mobile app,Cancelled,2024-04-06,2024-04-12,2024-04-16,2024-04-11,,,8,9613.813,0,,0,
